21053 10 1 305 457
21123 10 1 950 63
21256 0 1 1301 244
21321 15 1 1144 229
21381 5 1 909 92
21402 10 1 860 170
21512 10 1 539 268
21690 10 1 362 479
22200 10 1 366 431
22201 20 1 1134 297
22392 0 1 786 365
22542 10 1 192 279
22654 5 1 891 205
22718 10 1 492 319
22808 30 1 333 405
22954 10 1 924 103
23087 10 1 979 317
23710 10 1 824 298
23802 5 1 178 368
23878 30 1 1062 296
23914 0 1 47 387
23916 20 70 406 304
23927 30 1 861 233
23989 0 1 1183 49
24156 0 1 710 157
24219 5 1 1227 300
24231 10 1 929 118
24236 10 1 377 361
24318 10 1 372 313
24338 10 1 541 198
24519 30 1 743 217
24569 15 1 1273 240
24684 10 1 818 108
25062 15 1 1258 272
25324 15 1 1109 233
25609 10 1 864 298
25995 5 1 979 47
26042 10 1 1065 347
26248 10 1 1156 359
26409 10 1 147 277
26576 10 1 429 344
26691 20 1 741 191
26952 0 1 444 464
27611 0 1 884 335
27944 0 1 1133 178
28495 20 1 158 333
28771 20 1 613 303
28780 10 1 219 307
28847 0 1 1245 359
28938 10 1 514 307
29082 5 1 900 120
29246 10 1 880 299
29295 10 1 297 484
29741 5 1 675 182
29773 10 1 277 274
29785 10 1 576 254
29901 5 5 1209 302
30049 15 1 1213 199
30162 10 1 651 301
30250 5 2 742 161
30378 10 1 798 319
30562 10 1 1152 343
30579 0 1 789 120
30613 10 1 843 315
30638 10 1 888 54
30696 5 1 1031 104
30740 0 1 1050 37
30805 0 2 607 228
31019 30 80 1084 297
31154 10 20 360 377
31194 10 1 540 232
31272 10 1 417 290
31565 10 1 385 283
31763 10 1 201 349
31801 20 1 318 337
31806 10 1 864 82
31850 0 1 1169 70
31886 15 1 1236 246
31975 10 1 216 343
32231 10 1 375 381
32294 10 1 506 424
